,,Final,,,Semi,,,Info,,,Overall #,,,GF #,,,SF #,,
1150,2009,15,58.33%,2009 GF,18,94.44%,2009 SF2,🇪🇪 Estonia,Urban Symphony,Rändajad,6,42,87.80%,6,25,79.17%,3,19,88.89%
1152,2009,3,8.33%,2009 GF,,,2009 AQ,🇫🇷 France,Patricia Kaas,Et s'il fallait le faire,8,42,82.93%,8,25,70.83%,,,
1153,2009,10,37.50%,2009 GF,,,2009 AQ,🇷🇺 Russia,Anastasiya Prikhodko,Mamo,11,42,75.61%,11,25,58.33%,,,
1154,2009,17,66.67%,2009 GF,,,2009 AQ,🇩🇪 Germany,Alex Swings Oscar Sings!,Miss Kiss Kiss Bang,20,42,53.66%,20,25,20.83%,,,
1155,2009,23,91.67%,2009 GF,,,2009 AQ,🇬🇧 United Kingdom,Jade Ewen,It's My Time,5,42,90.24%,5,25,83.33%,,,
1156,2009,25,100.00%,2009 GF,,,2009 AQ,🇪🇸 Spain,Soraya Arnelas,La noche es para mí,24,42,43.90%,24,25,4.17%,,,
1157,2010,4,12.50%,2010 GF,1,0.00%,2010 SF1,🇲🇩 Moldova,SunStroke Project & Olia Tira,Run Away,22,39,44.74%,22,25,12.50%,10,17,43.75%
1158,2010,20,79.17%,2010 GF,2,6.25%,2010 SF1,🇷🇺 Russia,Peter Nalitch & Friends,Lost and Forgotten,11,39,73.68%,11,25,58.33%,7,17,62.50%
1163,2010,8,29.17%,2010 GF,7,37.50%,2010 SF1,🇷🇸 Serbia,Milan Stanković,Ovo je Balkan,13,39,68.42%,13,25,50.00%,5,17,75.00%
1164,2010,6,20.83%,2010 GF,8,43.75%,2010 SF1,🇧🇦 Bosnia & Herzegovina,Vukašin Brajić,Thunder and Lightning,17,39,57.89%,17,25,33.33%,8,17,56.25%
1166,2010,7,25.00%,2010 GF,10,56.25%,2010 SF1,🇧🇪 Belgium,Tom Dice,Me and My Guitar,6,39,86.84%,6,25,79.17%,1,17,100.00%
1168,2010,15,58.33%,2010 GF,12,68.75%,2010 SF1,🇦🇱 Albania,Juliana Pasha,It's All About You,16,39,60.53%,16,25,37.50%,6,17,68.75%
1169,2010,11,41.67%,2010 GF,13,75.00%,2010 SF1,🇬🇷 Greece,Giorgos Alkaios & Friends,OPA,8,39,81.58%,8,25,70.83%,2,17,93.75%
1170,2010,23,91.67%,2010 GF,14,81.25%,2010 SF1,🇵🇹 Portugal,Filipa Azevedo,Há dias assim,18,39,55.26%,18,25,29.17%,4,17,81.25%
1172,2010,9,33.33%,2010 GF,16,93.75%,2010 SF1,🇧🇾 Belarus,3+2 feat. Robert Wells,Butterflies,24,39,39.47%,24,25,4.17%,9,17,50.00%
1173,2010,16,62.50%,2010 GF,17,100.00%,2010 SF1,🇮🇸 Iceland,Hera Björk,Je ne sais quoi,19,39,52.63%,19,25,25.00%,3,17,87.50%
1175,2010,21,83.33%,2010 GF,2,6.25%,2010 SF2,🇦🇲 Armenia,Eva Rivas,Apricot Stone,7,39,84.21%,7,25,75.00%,6,17,68.75%
1176,2010,24,95.83%,2010 GF,3,12.50%,2010 SF2,🇮🇱 Israel,Harel Skaat,Milim,14,39,65.79%,14,25,45.83%,8,17,56.25%
1177,2010,25,100.00%,2010 GF,4,18.75%,2010 SF2,🇩🇰 Denmark,Chanée & N'evergreen,In a Moment Like This,4,39,92.11%,4,25,87.50%,5,17,75.00%
1180,2010,1,0.00%,2010 GF,7,37.50%,2010 SF2,🇦🇿 Azerbaijan,Safura,Drip Drop,5,39,89.47%,5,25,83.33%,2,17,93.75%
1181,2010,17,66.67%,2010 GF,8,43.75%,2010 SF2,🇺🇦 Ukraine,Alyosha,Sweet People,10,39,76.32%,10,25,62.50%,7,17,62.50%
1183,2010,19,75.00%,2010 GF,10,56.25%,2010 SF2,🇷🇴 Romania,Paula Seling & Ovi,Playing with Fire,3,39,94.74%,3,25,91.67%,4,17,81.25%
1185,2010,10,37.50%,2010 GF,12,68.75%,2010 SF2,🇮🇪 Ireland,Niamh Kavanagh,It's for You,23,39,42.11%,23,25,8.33%,9,17,50.00%
1187,2010,5,16.67%,2010 GF,14,81.25%,2010 SF2,🇨🇾 Cyprus,Jon Lilygreen & The Islanders,Life Looks Better in Spring,21,39,47.37%,21,25,16.67%,10,17,43.75%
1189,2010,13,50.00%,2010 GF,16,93.75%,2010 SF2,🇬🇪 Georgia,Sofia Nizharadze,Shine,9,39,78.95%,9,25,66.67%,3,17,87.50%
1190,2010,14,54.17%,2010 GF,17,100.00%,2010 SF2,🇹🇷 Türkiye,maNga,We Could Be the Same,2,39,97.37%,2,25,95.83%,1,17,100.00%
1191,2010,2,4.17%,2010 GF,,,2010 AQ,🇪🇸 Spain,Daniel Diges,Algo pequeñito,15,39,63.16%,15,25,41.67%,,,
1192,2010,3,8.33%,2010 GF,,,2010 AQ,🇳🇴 Norway,Didrik Solli-Tangen,My Heart Is Yours,20,39,50.00%,20,25,20.83%,,,
1193,2010,12,45.83%,2010 GF,,,2010 AQ,🇬🇧 United Kingdom,Josh Dubovie,That Sounds Good to Me,25,25,0.00%,25,25,0.00%,,,
1194,2010,18,70.83%,2010 GF,,,2010 AQ,🇫🇷 France,Jessy Matador,Allez Ola Olé,12,39,71.05%,12,25,54.17%,,,
1195,2010,22,87.50%,2010 GF,,,2010 AQ,🇩🇪 Germany,Lena,Satellite,1,39,100.00%,1,25,100.00%,,,
1201,2011,24,95.83%,2011 GF,6,27.78%,2011 SF1,🇷🇸 Serbia,Nina,Čaroban,14,43,69.05%,14,25,45.83%,8,19,61.11%
1202,2011,10,37.50%,2011 GF,7,33.33%,2011 SF1,🇷🇺 Russia,Alexey Vorobyov,Get You,16,43,64.29%,16,25,37.50%,9,19,55.56%
1203,2011,13,50.00%,2011 GF,8,38.89%,2011 SF1,🇨🇭 Switzerland,Anna Rossinelli,In Love for a While,25,43,42.86%,25,25,0.00%,10,19,50.00%
1204,2011,25,100.00%,2011 GF,9,44.44%,2011 SF1,🇬🇪 Georgia,Eldrine,One More Day,9,43,80.95%,9,25,66.67%,6,19,72.22%
1205,2011,1,0.00%,2011 GF,10,50.00%,2011 SF1,🇫🇮 Finland,Paradise Oskar,Da Da Dam,21,43,52.38%,21,25,16.67%,3,19,88.89%
1209,2011,21,83.33%,2011 GF,14,72.22%,2011 SF1,🇮🇸 Iceland,Sjonni's Friends,Coming Home,20,43,54.76%,20,25,20.83%,4,19,83.33%
1210,2011,5,16.67%,2011 GF,15,77.78%,2011 SF1,🇭🇺 Hungary,Kati Wolf,What About My Dreams?,22,43,50.00%,22,25,12.50%,7,19,66.67%
1212,2011,4,12.50%,2011 GF,17,88.89%,2011 SF1,🇱🇹 Lithuania,Evelina Sašenko,C'est ma vie,19,43,57.14%,19,25,25.00%,5,19,77.78%
1213,2011,19,75.00%,2011 GF,18,94.44%,2011 SF1,🇦🇿 Azerbaijan,Ell & Nikki,Running Scared,1,43,100.00%,1,25,100.00%,2,19,94.44%
1214,2011,9,33.33%,2011 GF,19,100.00%,2011 SF1,🇬🇷 Greece,Loukas Giorkas feat. Stereo Mike,Watch My Dance,7,43,85.71%,7,25,75.00%,1,19,100.00%
1215,2011,2,4.17%,2011 GF,1,0.00%,2011 SF2,🇧🇦 Bosnia & Herzegovina,Dino Merlin,Love in Rewind,6,43,88.10%,6,25,79.17%,5,19,77.78%
1216,2011,18,70.83%,2011 GF,2,5.56%,2011 SF2,🇦🇹 Austria,Nadine Beiler,The Secret Is Love,18,43,59.52%,18,25,29.17%,7,19,66.67%
1220,2011,23,91.67%,2011 GF,6,27.78%,2011 SF2,🇺🇦 Ukraine,Mika Newton,Angel,4,43,92.86%,4,25,87.50%,6,19,72.22%
1221,2011,15,58.33%,2011 GF,7,33.33%,2011 SF2,🇲🇩 Moldova,Zdob și Zdub,So Lucky,12,43,73.81%,12,25,54.17%,10,19,50.00%
1222,2011,7,25.00%,2011 GF,8,38.89%,2011 SF2,🇸🇪 Sweden,Eric Saade,Popular,3,43,95.24%,3,25,91.67%,1,19,100.00%
1227,2011,20,79.17%,2011 GF,13,66.67%,2011 SF2,🇸🇮 Slovenia,Maja Keuc,No One,13,43,71.43%,13,25,50.00%,3,19,88.89%
1228,2011,17,66.67%,2011 GF,14,72.22%,2011 SF2,🇷🇴 Romania,Hotel FM,Change,17,43,61.90%,17,25,33.33%,4,19,83.33%
1229,2011,8,29.17%,2011 GF,15,77.78%,2011 SF2,🇪🇪 Estonia,Getter Jaani,Rockefeller Street,24,43,45.24%,24,25,4.17%,9,19,55.56%
1232,2011,3,8.33%,2011 GF,18,94.44%,2011 SF2,🇩🇰 Denmark,A Friend in London,New Tomorrow,5,43,90.48%,5,25,83.33%,2,19,94.44%
1233,2011,6,20.83%,2011 GF,19,100.00%,2011 SF2,🇮🇪 Ireland,Jedward,Lipstick,8,43,83.33%,8,25,70.83%,8,19,61.11%
1234,2011,11,41.67%,2011 GF,,,2011 AQ,🇫🇷 France,Amaury Vassili,Sognu,15,43,66.67%,15,25,41.67%,,,
1235,2011,12,45.83%,2011 GF,,,2011 AQ,🇮🇹 Italy,Raphael Gualazzi,Madness of Love,2,43,97.62%,2,25,95.83%,,,
1236,2011,14,54.17%,2011 GF,,,2011 AQ,🇬🇧 United Kingdom,Blue,I Can,11,43,76.19%,11,25,58.33%,,,
1237,2011,16,62.50%,2011 GF,,,2011 AQ,🇩🇪 Germany,Lena,Taken by a Stranger,10,43,78.57%,10,25,62.50%,,,
1238,2011,22,87.50%,2011 GF,,,2011 AQ,🇪🇸 Spain,Lucía Pérez,Que me quiten lo bailao,23,43,47.62%,23,25,8.33%,,,
1240,2012,7,24.00%,2012 GF,2,5.88%,2012 SF1,🇮🇸 Iceland,Greta Salóme & Jónsi,Never Forget,20,42,53.66%,20,26,24.00%,8,18,58.82%
1241,2012,16,60.00%,2012 GF,3,11.76%,2012 SF1,🇬🇷 Greece,Eleftheria Eleftheriou,Aphrodisiac,17,42,60.98%,17,26,36.00%,4,18,82.35%
1243,2012,3,8.00%,2012 GF,5,23.53%,2012 SF1,🇦🇱 Albania,Rona Nishliu,Suus,5,42,90.24%,5,26,84.00%,2,18,94.12%
1244,2012,14,52.00%,2012 GF,6,29.41%,2012 SF1,🇷🇴 Romania,Mandinga,Zaleilah,12,42,73.17%,12,26,56.00%,3,18,88.24%
1250,2012,8,28.00%,2012 GF,12,64.71%,2012 SF1,🇨🇾 Cyprus,Ivi Adamou,La La Love,16,42,63.41%,16,26,40.00%,7,18,64.71%
1251,2012,15,56.00%,2012 GF,13,70.59%,2012 SF1,🇩🇰 Denmark,Soluna Samay,Should've Known Better,23,42,46.34%,23,26,12.00%,9,18,52.94%
1252,2012,6,20.00%,2012 GF,14,76.47%,2012 SF1,🇷🇺 Russia,Buranovskiye Babushki,Party for Everybody,2,42,97.56%,2,26,96.00%,1,18,100.00%
1253,2012,2,4.00%,2012 GF,15,82.35%,2012 SF1,🇭🇺 Hungary,Compact Disco,Sound of Our Hearts,24,42,43.90%,24,26,8.00%,10,18,47.06%
1255,2012,26,100.00%,2012 GF,17,94.12%,2012 SF1,🇲🇩 Moldova,Pasha Parfeni,Lăutar,11,42,75.61%,11,26,60.00%,5,18,76.47%
1256,2012,23,88.00%,2012 GF,18,100.00%,2012 SF1,🇮🇪 Ireland,Jedward,Waterline,19,42,56.10%,19,26,28.00%,6,18,70.59%
1257,2012,24,92.00%,2012 GF,1,0.00%,2012 SF2,🇷🇸 Serbia,Željko Joksimović,Nije ljubav stvar,3,42,95.12%,3,26,92.00%,2,18,94.12%
1258,2012,22,84.00%,2012 GF,2,5.88%,2012 SF2,🇲🇰 North Macedonia,Kaliopi,Crno i belo,13,42,70.73%,13,26,52.00%,9,18,52.94%
1260,2012,21,80.00%,2012 GF,4,17.65%,2012 SF2,🇲🇹 Malta,Kurt Calleja,This Is the Night,21,42,51.22%,21,26,20.00%,7,18,64.71%
1263,2012,25,96.00%,2012 GF,7,35.29%,2012 SF2,🇺🇦 Ukraine,Gaitana,Be My Guest,15,42,65.85%,15,26,44.00%,8,18,58.82%
1267,2012,17,64.00%,2012 GF,11,58.82%,2012 SF2,🇸🇪 Sweden,Loreen,Euphoria,1,42,100.00%,1,26,100.00%,1,18,100.00%
1269,2012,18,68.00%,2012 GF,13,70.59%,2012 SF2,🇹🇷 Türkiye,Can Bonomo,Love Me Back,7,42,85.37%,7,26,76.00%,5,18,76.47%
1270,2012,11,40.00%,2012 GF,14,76.47%,2012 SF2,🇪🇪 Estonia,Ott Lepland,Kuula,6,42,87.80%,6,26,80.00%,4,18,82.35%
1272,2012,12,44.00%,2012 GF,16,88.24%,2012 SF2,🇳🇴 Norway,Tooji,Stay,26,42,39.02%,26,26,0.00%,10,18,47.06%
1273,2012,5,16.00%,2012 GF,17,94.12%,2012 SF2,🇧🇦 Bosnia & Herzegovina,Maya Sar,Korake ti znam,18,42,58.54%,18,26,32.00%,6,18,70.59%
1274,2012,4,12.00%,2012 GF,18,100.00%,2012 SF2,🇱🇹 Lithuania,Donny Montell,Love Is Blind,14,42,68.29%,14,26,48.00%,3,18,88.24%
1275,2012,1,0.00%,2012 GF,,,2012 AQ,🇬🇧 United Kingdom,Engelbert Humperdinck,Love Will Set You Free,25,42,41.46%,25,26,4.00%,,,
1276,2012,9,32.00%,2012 GF,,,2012 AQ,🇫🇷 France,Anggun,Echo (You and I),22,42,48.78%,22,26,16.00%,,,
1277,2012,10,36.00%,2012 GF,,,2012 AQ,🇮🇹 Italy,Nina Zilli,L'amore è femmina (Out of Love),9,42,80.49%,9,26,68.00%,,,
1278,2012,13,48.00%,2012 GF,,,2012 AQ,🇦🇿 Azerbaijan,Sabina Babayeva,When the Music Dies,4,42,92.68%,4,26,88.00%,,,
1279,2012,19,72.00%,2012 GF,,,2012 AQ,🇪🇸 Spain,Pastora Soler,Quédate conmigo,10,42,78.05%,10,26,64.00%,,,
1280,2012,20,76.00%,2012 GF,,,2012 AQ,🇩🇪 Germany,Roman Lob,Standing Still,8,42,82.93%,8,26,72.00%,,,
1282,2013,7,24.00%,2013 GF,2,6.67%,2013 SF1,🇪🇪 Estonia,Birgit,Et uus saaks alguse,20,39,50.00%,20,26,24.00%,10,16,40.00%
1285,2013,18,68.00%,2013 GF,5,26.67%,2013 SF1,🇩🇰 Denmark,Emmelie de Forest,Only Teardrops,1,39,100.00%,1,26,100.00%,1,16,100.00%
1286,2013,10,36.00%,2013 GF,6,33.33%,2013 SF1,🇷🇺 Russia,Dina Garipova,What If,5,39,89.47%,5,26,84.00%,2,16,93.33%
1287,2013,22,84.00%,2013 GF,7,40.00%,2013 SF1,🇺🇦 Ukraine,Zlata Ognevich,Gravity,3,39,94.74%,3,26,92.00%,3,16,86.67%
1288,2013,13,48.00%,2013 GF,8,46.67%,2013 SF1,🇳🇱 Netherlands,Anouk,Birds,9,39,78.95%,9,26,68.00%,6,16,66.67%
1290,2013,2,4.00%,2013 GF,10,60.00%,2013 SF1,🇱🇹 Lithuania,Andrius Pojavis,Something,22,39,44.74%,22,26,16.00%,9,16,46.67%
1291,2013,8,28.00%,2013 GF,11,66.67%,2013 SF1,🇧🇾 Belarus,Alyona Lanskaya,Solayoh,16,39,60.53%,16,26,40.00%,7,16,60.00%
1292,2013,3,8.00%,2013 GF,12,73.33%,2013 SF1,🇲🇩 Moldova,Aliona Moon,O mie,11,39,73.68%,11,26,60.00%,4,16,80.00%
1293,2013,26,100.00%,2013 GF,13,80.00%,2013 SF1,🇮🇪 Ireland,Ryan Dolan,Only Love Survives,26,39,34.21%,26,26,0.00%,8,16,53.33%
1295,2013,6,20.00%,2013 GF,15,93.33%,2013 SF1,🇧🇪 Belgium,Roberto Bellarosa,Love Kills,12,39,71.05%,12,26,56.00%,5,16,73.33%
1300,2013,20,76.00%,2013 GF,4,18.75%,2013 SF2,🇦🇿 Azerbaijan,Farid Mammadov,Hold Me,2,39,97.37%,2,26,96.00%,1,17,100.00%
1301,2013,4,12.00%,2013 GF,5,25.00%,2013 SF2,🇫🇮 Finland,Krista Siegfrids,Marry Me,24,39,39.47%,24,26,8.00%,9,17,50.00%
1302,2013,9,32.00%,2013 GF,6,31.25%,2013 SF2,🇲🇹 Malta,Gianluca,Tomorrow,8,39,81.58%,8,26,72.00%,4,17,81.25%
1304,2013,19,72.00%,2013 GF,8,43.75%,2013 SF2,🇮🇸 Iceland,Eythor Ingi,Ég á líf,17,39,57.89%,17,26,36.00%,6,17,68.75%
1305,2013,21,80.00%,2013 GF,9,50.00%,2013 SF2,🇬🇷 Greece,Koza Mostra feat. Agathon Iakovidis,Alcohol Is Free,6,39,86.84%,6,26,80.00%,2,17,93.75%
1307,2013,12,44.00%,2013 GF,11,62.50%,2013 SF2,🇦🇲 Armenia,Dorians,Lonely Planet,18,39,55.26%,18,26,32.00%,7,17,62.50%
1308,2013,17,64.00%,2013 GF,12,68.75%,2013 SF2,🇭🇺 Hungary,ByeAlex,Kedvesem,10,39,76.32%,10,26,64.00%,8,17,56.25%
1309,2013,24,92.00%,2013 GF,13,75.00%,2013 SF2,🇳🇴 Norway,Margaret Berger,I Feed You My Love,4,39,92.11%,4,26,88.00%,3,17,87.50%
1311,2013,25,96.00%,2013 GF,15,87.50%,2013 SF2,🇬🇪 Georgia,Nodi Tatishvili & Sophie Gelovani,Waterfall,15,39,63.16%,15,26,44.00%,10,17,43.75%
1313,2013,14,52.00%,2013 GF,17,100.00%,2013 SF2,🇷🇴 Romania,Cezar,It's My Life,13,39,68.42%,13,26,52.00%,5,17,75.00%
1314,2013,1,0.00%,2013 GF,,,2013 AQ,🇫🇷 France,Amandine Bourgeois,L'enfer et moi,23,39,42.11%,23,26,12.00%,,,
1315,2013,5,16.00%,2013 GF,,,2013 AQ,🇪🇸 Spain,ESDM,Contigo hasta el final,25,39,36.84%,25,26,4.00%,,,
1316,2013,11,40.00%,2013 GF,,,2013 AQ,🇩🇪 Germany,Cascada,Glorious,21,39,47.37%,21,26,20.00%,,,
1317,2013,15,56.00%,2013 GF,,,2013 AQ,🇬🇧 United Kingdom,Bonnie Tyler,Believe in Me,19,39,52.63%,19,26,28.00%,,,
1318,2013,16,60.00%,2013 GF,,,2013 AQ,🇸🇪 Sweden,Robin Stjernberg,You,14,39,65.79%,14,26,48.00%,,,
1319,2013,23,88.00%,2013 GF,,,2013 AQ,🇮🇹 Italy,Marco Mengoni,L'essenziale,7,39,84.21%,7,26,76.00%,,,
1320,2014,7,24.00%,2014 GF,1,0.00%,2014 SF1,🇦🇲 Armenia,Aram MP3,Not Alone,4,37,91.67%,4,26,88.00%,4,16,80.00%
1323,2014,13,48.00%,2014 GF,4,20.00%,2014 SF1,🇸🇪 Sweden,Sanna Nielsen,Undo,3,37,94.44%,3,26,92.00%,2,16,93.33%
1324,2014,4,12.00%,2014 GF,5,26.67%,2014 SF1,🇮🇸 Iceland,Pollapönk,No Prejudice,15,37,61.11%,15,26,44.00%,8,16,53.33%
1326,2014,15,56.00%,2014 GF,7,40.00%,2014 SF1,🇷🇺 Russia,Tolmachevy Sisters,Shine,7,37,83.33%,7,26,76.00%,6,16,66.67%
1327,2014,3,8.00%,2014 GF,8,46.67%,2014 SF1,🇦🇿 Azerbaijan,Dilara Kazimova,Start a Fire,22,37,41.67%,22,26,16.00%,9,16,46.67%
1328,2014,1,0.00%,2014 GF,9,53.33%,2014 SF1,🇺🇦 Ukraine,Mariya Yaremchuk,Tick-Tock,6,37,86.11%,6,26,80.00%,5,16,73.33%
1331,2014,25,96.00%,2014 GF,12,73.33%,2014 SF1,🇸🇲 San Marino,Valentina Monetta,Maybe,24,37,36.11%,24,26,8.00%,10,16,40.00%
1333,2014,24,92.00%,2014 GF,14,86.67%,2014 SF1,🇳🇱 Netherlands,The Common Linnets,Calm After the Storm,2,37,97.22%,2,26,96.00%,1,16,100.00%
1334,2014,8,28.00%,2014 GF,15,93.33%,2014 SF1,🇲🇪 Montenegro,Sergej Ćetković,Moj svijet,19,37,50.00%,19,26,28.00%,7,16,60.00%
1335,2014,21,80.00%,2014 GF,16,100.00%,2014 SF1,🇭🇺 Hungary,András Kállay-Saunders,Running,5,37,88.89%,5,26,84.00%,3,16,86.67%
1336,2014,22,84.00%,2014 GF,1,0.00%,2014 SF2,🇲🇹 Malta,Firelight,Coming Home,23,37,38.89%,23,26,12.00%,9,15,42.86%
1338,2014,5,16.00%,2014 GF,3,14.29%,2014 SF2,🇳🇴 Norway,Carl Espen,Silent Storm,8,37,80.56%,8,26,72.00%,6,15,64.29%
1340,2014,9,32.00%,2014 GF,5,28.57%,2014 SF2,🇵🇱 Poland,Donatan & Cleo,My Słowianie – We Are Slavic,14,37,63.89%,14,26,48.00%,8,15,50.00%
1341,2014,11,40.00%,2014 GF,6,35.71%,2014 SF2,🇦🇹 Austria,Conchita Wurst,Rise Like a Phoenix,1,37,100.00%,1,26,100.00%,1,15,100.00%
1343,2014,18,68.00%,2014 GF,8,50.00%,2014 SF2,🇫🇮 Finland,Softengine,Something Better,11,37,72.22%,11,26,60.00%,3,15,85.71%
1345,2014,2,4.00%,2014 GF,10,64.29%,2014 SF2,🇧🇾 Belarus,Teo,Cheesecake,16,37,58.33%,16,26,40.00%,5,15,71.43%
1347,2014,20,76.00%,2014 GF,12,78.57%,2014 SF2,🇨🇭 Switzerland,Sebalter,Hunter of Stars,13,37,66.67%,13,26,52.00%,4,15,78.57%
1348,2014,10,36.00%,2014 GF,13,85.71%,2014 SF2,🇬🇷 Greece,Freaky Fortune feat. RiskyKidd,Rise Up,20,37,47.22%,20,26,24.00%,7,15,57.14%
1349,2014,17,64.00%,2014 GF,14,92.86%,2014 SF2,🇸🇮 Slovenia,Tinkara Kovač,Round and Round,25,37,33.33%,25,26,4.00%,10,15,35.71%
1350,2014,6,20.00%,2014 GF,15,100.00%,2014 SF2,🇷🇴 Romania,Paula Seling & Ovi,Miracle,12,37,69.44%,12,26,56.00%,2,15,92.86%
1351,2014,12,44.00%,2014 GF,,,2014 AQ,🇩🇪 Germany,Elaiza,Is It Right,18,37,52.78%,18,26,32.00%,,,
1352,2014,14,52.00%,2014 GF,,,2014 AQ,🇫🇷 France,TWIN TWIN,Moustache,26,26,0.00%,26,26,0.00%,,,
1353,2014,16,60.00%,2014 GF,,,2014 AQ,🇮🇹 Italy,Emma,La mia città,21,37,44.44%,21,26,20.00%,,,
1354,2014,19,72.00%,2014 GF,,,2014 AQ,🇪🇸 Spain,Ruth Lorenzo,Dancing in the Rain,10,37,75.00%,10,26,64.00%,,,
1355,2014,23,88.00%,2014 GF,,,2014 AQ,🇩🇰 Denmark,Basim,Cliché Love Song,9,37,77.78%,9,26,68.00%,,,
1356,2014,26,100.00%,2014 GF,,,2014 AQ,🇬🇧 United Kingdom,Molly,Children of the Universe,17,37,55.56%,17,26,36.00%,,,
1358,2015,6,19.23%,2015 GF,2,6.67%,2015 SF1,🇦🇲 Armenia,Genealogy,Face the Shadow,16,40,61.54%,16,27,42.31%,7,16,60.00%
1359,2015,13,46.15%,2015 GF,3,13.33%,2015 SF1,🇧🇪 Belgium,Loïc Nottet,Rhythm Inside,4,40,92.31%,4,27,88.46%,2,16,93.33%
1362,2015,15,53.85%,2015 GF,6,33.33%,2015 SF1,🇬🇷 Greece,Maria Elena Kyriakou,One Last Breath,19,40,53.85%,19,27,30.77%,6,16,66.67%
1363,2015,4,11.54%,2015 GF,7,40.00%,2015 SF1,🇪🇪 Estonia,Elina Born & Stig Rästa,Goodbye to Yesterday,7,40,84.62%,7,27,76.92%,3,16,86.67%
1365,2015,8,26.92%,2015 GF,9,53.33%,2015 SF1,🇷🇸 Serbia,Bojana Stamenov,Beauty Never Lies,10,40,76.92%,10,27,65.38%,9,16,46.67%
1366,2015,22,80.77%,2015 GF,10,60.00%,2015 SF1,🇭🇺 Hungary,Boggie,Wars for Nothing,20,40,51.28%,20,27,26.92%,8,16,53.33%
1368,2015,25,92.31%,2015 GF,12,73.33%,2015 SF1,🇷🇺 Russia,Polina Gagarina,A Million Voices,2,40,97.44%,2,27,96.15%,1,16,100.00%
1370,2015,26,96.15%,2015 GF,14,86.67%,2015 SF1,🇦🇱 Albania,Elhaida Dani,I'm Alive,17,40,58.97%,17,27,38.46%,10,16,40.00%
1371,2015,20,73.08%,2015 GF,15,93.33%,2015 SF1,🇷🇴 Romania,Voltaj,De la capăt,15,40,64.10%,15,27,46.15%,5,16,73.33%
1372,2015,23,84.62%,2015 GF,16,100.00%,2015 SF1,🇬🇪 Georgia,Nina Sublatti,Warrior,11,40,74.36%,11,27,61.54%,4,16,80.00%
1373,2015,7,23.08%,2015 GF,1,0.00%,2015 SF2,🇱🇹 Lithuania,Monika Linkytė & Vaidas Baumila,This Time,18,40,56.41%,18,27,34.62%,7,17,62.50%
1376,2015,16,57.69%,2015 GF,4,18.75%,2015 SF2,🇲🇪 Montenegro,Knez,Adio,13,40,69.23%,13,27,53.85%,9,17,50.00%
1378,2015,9,30.77%,2015 GF,6,31.25%,2015 SF2,🇳🇴 Norway,Mørland & Debrah Scarlett,A Monster Like Me,8,40,82.05%,8,27,73.08%,4,17,81.25%
1381,2015,3,7.69%,2015 GF,9,50.00%,2015 SF2,🇮🇱 Israel,Nadav Guedj,Golden Boy,9,40,79.49%,9,27,69.23%,3,17,87.50%
1382,2015,19,69.23%,2015 GF,10,56.25%,2015 SF2,🇱🇻 Latvia,Aminata,Love Injected,6,40,87.18%,6,27,80.77%,2,17,93.75%
1383,2015,24,88.46%,2015 GF,11,62.50%,2015 SF2,🇦🇿 Azerbaijan,Elnur Huseynov,Hour of the Wolf,12,40,71.79%,12,27,57.69%,10,17,43.75%
1385,2015,10,34.62%,2015 GF,13,75.00%,2015 SF2,🇸🇪 Sweden,Måns Zelmerlöw,Heroes,1,40,100.00%,1,27,100.00%,1,17,100.00%
1387,2015,11,38.46%,2015 GF,15,87.50%,2015 SF2,🇨🇾 Cyprus,John Karayiannis,One Thing I Should Have Done,22,40,46.15%,22,27,19.23%,6,17,68.75%
1388,2015,1,0.00%,2015 GF,16,93.75%,2015 SF2,🇸🇮 Slovenia,Maraaya,Here for You,14,40,66.67%,14,27,50.00%,5,17,75.00%
1389,2015,18,65.38%,2015 GF,17,100.00%,2015 SF2,🇵🇱 Poland,Monika Kuszyńska,In the Name of Love,23,40,43.59%,23,27,15.38%,8,17,56.25%
1390,2015,2,3.85%,2015 GF,,,2015 AQ,🇫🇷 France,Lisa Angell,N'oubliez pas,25,27,7.69%,25,27,7.69%,,,
1391,2015,5,15.38%,2015 GF,,,2015 AQ,🇬🇧 United Kingdom,Electro Velvet,Still in Love with You,24,27,11.54%,24,27,11.54%,,,
1392,2015,12,42.31%,2015 GF,,,2015 AQ,🇦🇺 Australia,Guy Sebastian,Tonight Again,5,40,89.74%,5,27,84.62%,,,
1393,2015,14,50.00%,2015 GF,,,2015 AQ,🇦🇹 Austria,The Makemakes,I Am Yours,26,27,3.85%,26,27,3.85%,,,
1394,2015,17,61.54%,2015 GF,,,2015 AQ,🇩🇪 Germany,Ann Sophie,Black Smoke,27,27,0.00%,27,27,0.00%,,,
1395,2015,21,76.92%,2015 GF,,,2015 AQ,🇪🇸 Spain,Edurne,Amanecer,21,40,48.72%,21,27,23.08%,,,
1396,2015,27,100.00%,2015 GF,,,2015 AQ,🇮🇹 Italy,Il Volo,Grande amore,3,40,94.87%,3,27,92.31%,,,
1400,2016,5,16.00%,2016 GF,4,17.65%,2016 SF1,🇭🇺 Hungary,Freddie,Pioneer,19,42,56.10%,19,26,28.00%,4,18,82.35%
1401,2016,17,64.00%,2016 GF,5,23.53%,2016 SF1,🇭🇷 Croatia,Nina Kraljić,Lighthouse,23,42,46.34%,23,26,12.00%,10,18,47.06%
